name,genre,score,star
Escape Plan,Action,6.7,Sylvester Stallone
The Wolverine,Action,6.7,Hugh Jackman
Texas Chainsaw,Horror,4.8,Alexandra Daddario
Despicable Me 2,Animation,7.3,Steve Carell
47 Ronin,Action,6.3,Keanu Reeves
Adore,Drama,6.2,Naomi Watts
Machete Kills,Action,5.6,Danny Trejo
Warm Bodies,Comedy,6.8,Nicholas Hoult
Percy Jackson: Sea of Monsters,Adventure,5.8,Logan Lerman
Blue Jasmine,Comedy,7.3,Cate Blanchett
Nymphomaniac: Vol. II,Drama,6.7,Charlotte Gainsbourg
Safe Haven,Drama,6.7,Julianne Hough
Gangster Squad,Action,6.7,Sean Penn
August: Osage County,Comedy,7.2,Meryl Streep
Locke,Drama,7.1,Tom Hardy
Before Midnight,Drama,7.9,Ethan Hawke
Young & Beautiful,Drama,6.7,Marine Vacth
Begin Again,Comedy,7.4,Keira Knightley
Oculus,Horror,6.5,Karen Gillan
Big Bad Wolves,Drama,6.8,Lior Ashkenazi
The Counselor,Crime,5.3,Michael Fassbender
Parker,Action,6.2,Jason Statham
The Call,Crime,6.7,Halle Berry
Scary Movie V,Comedy,3.5,Simon Rex
R.I.P.D.,Action,5.6,Ryan Reynolds
Inside Llewyn Davis,Comedy,7.5,Oscar Isaac
The To Do List,Comedy,5.8,Aubrey Plaza
Carrie,Drama,5.9,Chloë Grace Moretz
The Lone Ranger,Action,6.4,Johnny Depp
The Host,Action,5.9,Saoirse Ronan
Turbo,Animation,6.4,Ryan Reynolds
What If,Comedy,6.8,Daniel Radcliffe
2 Guns,Action,6.7,Denzel Washington
Enough Said,Comedy,7.0,Julia Louis-Dreyfus
Side Effects,Crime,7.1,Rooney Mara
The Heat,Action,6.6,Sandra Bullock
Insidious: Chapter 2,Horror,6.6,Patrick Wilson
Redemption,Action,6.2,Jason Statham
Belle,Biography,7.3,Gugu Mbatha-Raw
Horns,Comedy,6.5,Daniel Radcliffe
After Earth,Action,4.8,Jaden Smith
Lee Daniels' The Butler,Biography,7.2,Forest Whitaker
Only God Forgives,Action,5.7,Ryan Gosling
RED 2,Action,6.6,Bruce Willis
Blood Ties,Action,6.5,Clive Owen
The Great Beauty,Drama,7.8,Toni Servillo
Dead Man Down,Action,6.5,Colin Farrell
The Spectacular Now,Comedy,7.1,Miles Teller
42,Biography,7.5,Chadwick Boseman
The Best Offer,Crime,7.8,Geoffrey Rush
The Last Stand,Action,6.3,Arnold Schwarzenegger
Filth,Comedy,7.1,James McAvoy
The Grand Seduction,Comedy,7.0,Taylor Kitsch
I Spit on Your Grave 2,Horror,5.7,Jemma Dallender
Short Term 12,Drama,8.0,Brie Larson
Saving Mr. Banks,Biography,7.5,Emma Thompson
The Book Thief,Drama,7.5,Sophie Nélisse
The Hangover Part III,Comedy,5.8,Bradley Cooper
Lovelace,Biography,6.2,Amanda Seyfried
The Bling Ring,Biography,5.6,Katie Chang
The Family,Comedy,6.3,Robert De Niro
The Wind Rises,Animation,7.8,Hideaki Anno
Life of Crime,Comedy,5.8,Jennifer Aniston
Beautiful Creatures,Drama,6.1,Alice Englert
Joe,Crime,6.9,Nicolas Cage
Delivery Man,Comedy,6.4,Vince Vaughn
Afternoon Delight,Comedy,5.7,Kathryn Hahn
Grudge Match,Comedy,6.4,Robert De Niro
Planes,Animation,5.7,Carlos Alazraqui
Cloudy with a Chance of Meatballs 2,Animation,6.4,Bill Hader
Jack the Giant Slayer,Adventure,6.2,Nicholas Hoult
Blue Ruin,Crime,7.1,Macon Blair
Epic,Animation,6.7,Amanda Seyfried
Dark Skies,Horror,6.3,Keri Russell
Nebraska,Adventure,7.7,Bruce Dern
The Kings of Summer,Adventure,7.1,Nick Robinson
Bhaag Milkha Bhaag,Biography,8.2,Farhan Akhtar
Labor Day,Drama,6.9,Kate Winslet
Trance,Crime,6.9,James McAvoy
Broken City,Action,6.2,Mark Wahlberg
The Zero Theorem,Comedy,6.1,Christoph Waltz
All Is Lost,Action,6.9,Robert Redford
Anna,Drama,6.5,Mark Strong
Third Person,Drama,6.3,Liam Neeson
One Chance,Biography,6.8,James Corden
The Grandmaster,Action,6.6,Tony Chiu-Wai Leung
The Incredible Burt Wonderstone,Comedy,5.9,Steve Carell
Austenland,Comedy,6.3,Keri Russell
The Big Wedding,Comedy,5.6,Robert De Niro
Kill Your Darlings,Biography,6.5,Daniel Radcliffe
Snitch,Action,6.4,Dwayne Johnson
The Smurfs 2,Animation,5.3,Neil Patrick Harris
Last Vegas,Comedy,6.6,Robert De Niro
Fruitvale Station,Biography,7.5,Michael B. Jordan
Palo Alto,Drama,6.2,Emma Roberts
Bad Grandpa,Comedy,6.5,Johnny Knoxville
Philomena,Biography,7.6,Judi Dench
The Canyons,Drama,3.8,Lindsay Lohan
Jobs,Biography,6.0,Ashton Kutcher
Europa Report,Action,6.4,Sharlto Copley
The Immigrant,Drama,6.6,Marion Cotillard
I Give It a Year,Comedy,5.7,Rose Byrne
Starred Up,Crime,7.4,Jack O'Connell
21 & Over,Comedy,5.8,Miles Teller
The Inevitable Defeat of Mister & Pete,Drama,7.5,Skylan Brooks
Romeo and Juliet,Drama,5.8,Hailee Steinfeld
Runner Runner,Crime,5.6,Ben Affleck
A Haunted House,Comedy,5.0,Marlon Wayans
The Tale of The Princess Kaguya,Animation,8.0,Chloë Grace Moretz
The Double,Comedy,6.5,Jesse Eisenberg
Yeh Jawaani Hai Deewani,Drama,7.2,Ranbir Kapoor
How I Live Now,Action,6.5,Saoirse Ronan
Upstream Color,Drama,6.7,Amy Seimetz
Parkland,Drama,6.4,Zac Efron
A Field in England,Drama,6.3,Julian Barratt
In Secret,Crime,6.1,Elizabeth Olsen
Paranoia,Drama,5.7,Liam Hemsworth
The Past,Drama,7.7,Bérénice Bejo
Breathe In,Drama,6.4,Felicity Jones
V/H/S/2,Horror,6.0,Lawrence Michael Levine
Knights of Badassdom,Action,5.6,Ryan Kwanten
The Congress,Animation,6.5,Robin Wright
The Fifth Estate,Biography,6.2,Benedict Cumberbatch
Ida,Drama,7.4,Agata Kulesza
The Love Punch,Comedy,5.8,Pierce Brosnan
Tracks,Adventure,7.2,Mia Wasikowska
Bad Words,Comedy,6.6,Jason Bateman
In a World...,Comedy,6.7,Lake Bell
Ain't Them Bodies Saints,Crime,6.4,Rooney Mara
Man of Tai Chi,Action,6.1,Tiger Hu Chen
The East,Crime,6.8,Brit Marling
The Lunchbox,Drama,7.8,Irrfan Khan
New World,Action,7.6,Jung-jae Lee
Charlie Countryman,Action,6.4,Shia LaBeouf
Getaway,Action,4.4,Ethan Hawke
Guardians of the Galaxy,Action,8.0,Chris Pratt
Interstellar,Adventure,8.6,Matthew McConaughey
John Wick,Action,7.4,Keanu Reeves
Edge of Tomorrow,Action,7.9,Tom Cruise
Gone Girl,Drama,8.1,Ben Affleck
Captain America: The Winter Soldier,Action,7.7,Chris Evans
The Grand Budapest Hotel,Adventure,8.1,Ralph Fiennes
Whiplash,Drama,8.5,Miles Teller
Kingsman: The Secret Service,Action,7.7,Colin Firth
Ex Machina,Drama,7.7,Alicia Vikander
Divergent,Action,6.6,Shailene Woodley
Nightcrawler,Crime,7.8,Jake Gyllenhaal
The Hobbit: The Battle of the Five Armies,Adventure,7.4,Ian McKellen
The Equalizer,Action,7.2,Denzel Washington
The Maze Runner,Action,6.8,Dylan O'Brien
Lucy,Action,6.4,Scarlett Johansson
Chef,Adventure,7.3,Jon Favreau
What We Do in the Shadows,Comedy,7.7,Jemaine Clement
The Imitation Game,Biography,8.0,Benedict Cumberbatch
Fury,Action,7.6,Brad Pitt
X-Men: Days of Future Past,Action,7.9,Patrick Stewart
Predestination,Action,7.5,Ethan Hawke
The Purge: Anarchy,Action,6.4,Frank Grillo
Birdman or (The Unexpected Virtue of Ignorance),Comedy,7.7,Michael Keaton
It Follows,Horror,6.8,Maika Monroe
Blended,Comedy,6.5,Adam Sandler
Hercules,Action,6.0,Dwayne Johnson
The Judge,Crime,7.4,Robert Downey Jr.
Annie,Comedy,5.3,Quvenzhané Wallis
Godzilla,Action,6.4,Aaron Taylor-Johnson
The Giver,Drama,6.5,Brenton Thwaites
300: Rise of an Empire,Action,6.2,Sullivan Stapleton
American Sniper,Action,7.3,Bradley Cooper
"Love, Rosie",Comedy,7.2,Lily Collins
Big Hero 6,Animation,7.8,Ryan Potter
The Amazing Spider-Man 2,Action,6.6,Andrew Garfield
Maleficent,Action,7.0,Angelina Jolie
Into the Woods,Adventure,5.9,Anna Kendrick
Unbroken,Action,7.2,Jack O'Connell
The Lego Movie,Animation,7.7,Chris Pratt
The Hunger Games: Mockingjay - Part 1,Action,6.6,Jennifer Lawrence
Tusk,Comedy,5.3,Justin Long
Night at the Museum: Secret of the Tomb,Adventure,6.2,Ben Stiller
The Fault in Our Stars,Drama,7.7,Shailene Woodley
"As Above, So Below",Horror,6.2,Perdita Weeks
Annabelle,Horror,5.4,Ward Horton
Boyhood,Drama,7.9,Ellar Coltrane
The Theory of Everything,Biography,7.7,Eddie Redmayne
The Expendables 3,Action,6.1,Sylvester Stallone
The Interview,Action,6.5,James Franco
The Drop,Crime,7.1,Tom Hardy
Transformers: Age of Extinction,Action,5.6,Mark Wahlberg
Inherent Vice,Comedy,6.7,Joaquin Phoenix
Neighbors,Comedy,6.3,Seth Rogen
The Babadook,Drama,6.8,Essie Davis
Sex Tape,Comedy,5.1,Jason Segel
The Other Woman,Comedy,6.0,Cameron Diaz
Wild Tales,Comedy,8.1,Darío Grandinetti
Wild,Adventure,7.1,Reese Witherspoon
Foxcatcher,Biography,7.0,Steve Carell
The Guest,Action,6.7,Dan Stevens
Teenage Mutant Ninja Turtles,Action,5.8,Megan Fox
RoboCop,Action,6.1,Joel Kinnaman
22 Jump Street,Action,7.0,Channing Tatum
Dawn of the Planet of the Apes,Action,7.6,Gary Oldman
Sin City: A Dame to Kill for,Action,6.5,Mickey Rourke
Brick Mansions,Action,5.7,Paul Walker
Vampire Academy,Action,5.5,Zoey Deutch
The Monuments Men,Comedy,6.1,George Clooney
Honeymoon,Drama,5.7,Rose Leslie
Dumb and Dumber to,Comedy,5.6,Jim Carrey
Before We Go,Comedy,6.8,Chris Evans
How to Train Your Dragon 2,Animation,7.8,Jay Baruchel
Noah,Action,5.7,Russell Crowe
A Walk Among the Tombstones,Action,6.5,Liam Neeson
Need for Speed,Action,6.4,Aaron Paul
Rio 2,Animation,6.3,Jesse Eisenberg
Seventh Son,Action,5.5,Ben Barnes
Exodus: Gods and Kings,Action,6.0,Christian Bale
A Million Ways to Die in the West,Comedy,6.1,Seth MacFarlane
Sabotage,Action,5.7,Arnold Schwarzenegger
Paddington,Animation,7.2,Hugh Bonneville
Non-Stop,Action,6.9,Liam Neeson
The Best of Me,Drama,6.7,James Marsden
Horrible Bosses 2,Comedy,6.3,Jason Bateman
This Is Where I Leave You,Comedy,6.6,Jason Bateman
Into the Storm,Action,5.8,Richard Armitage
Penguins of Madagascar,Animation,6.7,Tom McGrath
Jack Ryan: Shadow Recruit,Action,6.2,Chris Pine
Mommy,Drama,8.1,Anne Dorval
Testament of Youth,Biography,7.3,Alicia Vikander
Cooties,Action,5.7,Elijah Wood
The Book of Life,Animation,7.3,Diego Luna
Goodnight Mommy,Horror,6.7,Lukas Schwarz
The November Man,Action,6.3,Pierce Brosnan
Dracula Untold,Action,6.3,Luke Evans
Unfriended,Horror,5.5,Heather Sossaman
I Origins,Drama,7.4,Michael Pitt
Transcendence,Action,6.2,Johnny Depp
Endless Love,Drama,6.3,Gabriella Wilde
Just Before I Go,Comedy,6.4,Seann William Scott
Before I Go to Sleep,Drama,6.4,Nicole Kidman
The Good Lie,Biography,7.4,Reese Witherspoon
Deliver Us from Evil,Action,6.2,Eric Bana
The Raid 2,Action,8.0,Iko Uwais
Taken 3,Action,6.0,Liam Neeson
Pompeii,Action,5.5,Kit Harington
Kill Me Three Times,Action,5.9,Simon Pegg
Ride Along,Action,6.2,Ice Cube
That Awkward Moment,Comedy,6.1,Zac Efron
The Homesman,Drama,6.6,Tommy Lee Jones
Black Sea,Adventure,6.4,Jude Law
"Men, Women & Children",Comedy,6.7,Kaitlyn Dever
Let's Be Cops,Action,6.4,Jake Johnson
A Most Violent Year,Action,7.0,Oscar Isaac
PK,Comedy,8.1,Aamir Khan
A Little Chaos,Drama,6.5,Kate Winslet
The Loft,Mystery,6.3,Karl Urban
A Most Wanted Man,Crime,6.8,Philip Seymour Hoffman
Clown,Horror,5.7,Andy Powers
The Signal,Drama,6.1,Brenton Thwaites
The Hundred-Foot Journey,Comedy,7.3,Helen Mirren
Beyond the Lights,Drama,6.9,Gugu Mbatha-Raw
Maps to the Stars,Comedy,6.2,Julianne Moore
If I Stay,Drama,6.7,Chloë Grace Moretz
She's Funny That Way,Comedy,6.1,Imogen Poots
'71,Action,7.2,Jack O'Connell
Still Alice,Drama,7.5,Julianne Moore
3 Days to Kill,Action,6.2,Kevin Costner
Spring,Horror,6.7,Lou Taylor Pucci
Love & Mercy,Biography,7.4,John Cusack
Big Eyes,Biography,7.0,Amy Adams
Addicted,Drama,5.1,Sharon Leal
The Water Diviner,Drama,7.0,Russell Crowe
Selma,Biography,7.5,David Oyelowo
Veronica Mars,Crime,6.8,Kristen Bell
Million Dollar Arm,Biography,7.0,Jon Hamm
The One I Love,Comedy,7.1,Mark Duplass
Jersey Boys,Biography,6.8,John Lloyd Young
Walk of Shame,Comedy,6.0,Elizabeth Banks
Draft Day,Drama,6.8,Kevin Costner
And So It Goes,Comedy,5.8,Michael Douglas
A Haunted House 2,Comedy,4.7,Marlon Wayans
The Gambler,Crime,6.1,Mark Wahlberg
Cake,Drama,6.4,Jennifer Aniston
"I, Frankenstein",Action,5.1,Aaron Eckhart
Muppets Most Wanted,Adventure,6.4,Ricky Gervais
Two Night Stand,Comedy,6.4,Miles Teller
Son of a Gun,Action,6.4,Ewan McGregor
Pawn Sacrifice,Biography,7.0,Tobey Maguire
Left Behind,Action,3.1,Nicolas Cage
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Comedy,6.2,Steve Carell
St. Vincent,Comedy,7.2,Bill Murray
The Legend of Hercules,Action,4.2,Kellan Lutz
Kill the Messenger,Biography,6.9,Jeremy Renner
Step Up All in,Drama,6.0,Ryan Guzman
The Salvation,Action,6.7,Mads Mikkelsen
God's Not Dead,Drama,4.7,Shane Harper
Winter's Tale,Drama,6.2,Colin Farrell
When Marnie Was There,Animation,7.7,Sara Takatsuki
Mr. Peabody & Sherman,Animation,6.8,Ty Burrell
Tammy,Comedy,4.9,Melissa McCarthy
Big Game,Action,5.4,Samuel L. Jackson
A Long Way Down,Comedy,6.4,Pierce Brosnan
The Rover,Action,6.4,Guy Pearce
Force Majeure,Comedy,7.3,Johannes Kuhnke
"Two Days, One Night",Drama,7.3,Marion Cotillard
Lost River,Drama,5.7,Christina Hendricks
Magic in the Moonlight,Comedy,6.5,Colin Firth
Song of the Sea,Animation,8.1,David Rawle
Hector and the Search for Happiness,Adventure,7.0,Simon Pegg
The Quiet Ones,Horror,5.1,Jared Harris
Zombeavers,Action,4.8,Rachel Melvin
Barefoot,Comedy,6.6,Evan Rachel Wood
No Good Deed,Thriller,5.6,Taraji P. Henson
Leviathan,Crime,7.6,Aleksey Serebryakov
Serena,Drama,5.4,Bradley Cooper
The Duke of Burgundy,Drama,6.5,Sidse Babett Knudsen
Effie Gray,Biography,6.0,Dakota Fanning
Wish I Was Here,Comedy,6.7,Zach Braff
Frank,Comedy,7.0,Michael Fassbender
Get on Up,Biography,6.9,Chadwick Boseman
Suffragette,Drama,6.9,Carey Mulligan
Ouija,Horror,4.5,Olivia Cooke
Heaven Is for Real,Biography,5.8,Greg Kinnear
While We're Young,Comedy,6.3,Ben Stiller
Winter Sleep,Drama,8.1,Haluk Bilginer
White Bird in a Blizzard,Drama,6.4,Shailene Woodley
Dear White People,Comedy,6.1,Tyler James Williams
Calvary,Drama,7.4,Brendan Gleeson
Think Like a Man Too,Comedy,5.8,Kevin Hart
Heaven Knows What,Crime,6.8,Arielle Holmes
The Keeping Room,Drama,6.0,Brit Marling
Planes: Fire & Rescue,Animation,6.0,Dane Cook
Top Five,Comedy,6.4,Chris Rock
99 Homes,Drama,7.1,Andrew Garfield
Black or White,Drama,6.6,Kevin Costner
Clouds of Sils Maria,Drama,6.7,Juliette Binoche
Big Stone Gap,Comedy,5.7,Ashley Judd
Laggies,Comedy,6.4,Keira Knightley
Mad Max: Fury Road,Action,8.1,Tom Hardy
Avengers: Age of Ultron,Action,7.3,Robert Downey Jr.
Crimson Peak,Drama,6.5,Mia Wasikowska
Furious 7,Action,7.1,Vin Diesel
The Hateful Eight,Crime,7.8,Samuel L. Jackson
Ant-Man,Action,7.3,Paul Rudd
Fifty Shades of Grey,Drama,4.1,Dakota Johnson
Sicario,Action,7.6,Emily Blunt
The Witch,Drama,6.9,Anya Taylor-Joy
The Big Short,Biography,7.8,Christian Bale
Jurassic World,Action,7.0,Chris Pratt
The Revenant,Action,8.0,Leonardo DiCaprio
The Martian,Adventure,8.0,Matt Damon
Room,Drama,8.1,Brie Larson
Inside Out,Animation,8.1,Amy Poehler
Spotlight,Biography,8.1,Mark Ruffalo
American Ultra,Action,6.1,Jesse Eisenberg
The Man from U.N.C.L.E.,Action,7.3,Henry Cavill
Terminator Genisys,Action,6.3,Arnold Schwarzenegger
Cinderella,Drama,6.9,Lily James
Star Wars: Episode VII - The Force Awakens,Action,7.8,Daisy Ridley
The Lobster,Comedy,7.2,Colin Farrell
Spectre,Action,6.8,Daniel Craig
High-Rise,Drama,5.6,Tom Hiddleston
Legend,Biography,6.9,Tom Hardy
Chappie,Action,6.8,Sharlto Copley
Knock Knock,Drama,4.9,Keanu Reeves
In the Heart of the Sea,Action,6.9,Chris Hemsworth
The Bronze,Comedy,6.1,Melissa Rauch
The Intern,Comedy,7.1,Robert De Niro
The Hunger Games: Mockingjay - Part 2,Action,6.6,Jennifer Lawrence
Everest,Action,7.1,Jason Clarke
Blackhat,Action,5.4,Chris Hemsworth
Spy,Action,7.0,Melissa McCarthy
Fantastic Four,Action,4.2,Miles Teller
Mission: Impossible - Rogue Nation,Action,7.4,Tom Cruise
The Visit,Horror,6.2,Olivia DeJonge
Vacation,Adventure,6.1,Ed Helms
Creed,Drama,7.6,Michael B. Jordan
The Age of Adaline,Drama,7.2,Blake Lively
Black Mass,Biography,6.9,Johnny Depp
Focus,Comedy,6.6,Will Smith
Home,Animation,6.6,Jim Parsons
Jupiter Ascending,Action,5.3,Channing Tatum
I Saw the Light,Biography,5.8,Tom Hiddleston
Minions,Animation,6.4,Sandra Bullock
Pitch Perfect 2,Comedy,6.4,Anna Kendrick
San Andreas,Action,6.1,Dwayne Johnson
Trainwreck,Comedy,6.2,Amy Schumer
Tomorrowland,Action,6.4,George Clooney
Bridge of Spies,Drama,7.6,Tom Hanks
The Danish Girl,Biography,7.1,Eddie Redmayne
The Divergent Series: Insurgent,Action,6.2,Shailene Woodley
Straight Outta Compton,Biography,7.8,O'Shea Jackson Jr.
Carol,Drama,7.2,Cate Blanchett
No Escape,Action,6.8,Lake Bell
The Boy Next Door,Thriller,4.7,Jennifer Lopez
Southpaw,Action,7.4,Jake Gyllenhaal
The Dressmaker,Comedy,7.1,Kate Winslet
Maze Runner: The Scorch Trials,Action,6.3,Dylan O'Brien
Lost and Love,Drama,6.4,Andy Lau
The Last Witch Hunter,Action,6.0,Vin Diesel
Green Room,Horror,7.0,Anton Yelchin
Burnt,Comedy,6.6,Bradley Cooper
The Good Dinosaur,Animation,6.7,Jeffrey Wright
Far from the Madding Crowd,Drama,7.1,Carey Mulligan
The Invitation,Drama,6.6,Logan Marshall-Green
The Gift,Drama,7.0,Jason Bateman
Point Break,Action,5.3,Edgar Ramírez
Get Hard,Comedy,6.0,Will Ferrell
Hitman: Agent 47,Action,5.7,Rupert Friend
Entourage,Comedy,6.6,Adrian Grenier
Steve Jobs,Biography,7.2,Michael Fassbender
Scouts Guide to the Zombie Apocalypse,Action,6.3,Tye Sheridan
Hardcore Henry,Action,6.7,Sharlto Copley
Joy,Biography,6.6,Jennifer Lawrence
Masterminds,Biography,5.8,Zach Galifianakis
Brooklyn,Drama,7.5,Saoirse Ronan
Youth,Comedy,7.3,Michael Caine
Self/less,Action,6.5,Ryan Reynolds
Ted 2,Comedy,6.3,Mark Wahlberg
Pan,Adventure,5.7,Levi Miller
Pixels,Action,5.5,Adam Sandler
Demolition,Comedy,7.0,Jake Gyllenhaal
Macbeth,Drama,6.6,Michael Fassbender
Daddy's Home,Comedy,6.2,Will Ferrell
Run All Night,Action,6.6,Liam Neeson
Mr. Right,Action,6.4,Anna Kendrick
Magic Mike XXL,Comedy,5.6,Channing Tatum
The DUFF,Comedy,6.5,Mae Whitman
Trumbo,Biography,7.5,Bryan Cranston
Hotel Transylvania 2,Animation,6.7,Adam Sandler
Knight of Cups,Drama,5.7,Christian Bale
The Stanford Prison Experiment,Biography,6.9,Ezra Miller
The Longest Ride,Drama,7.1,Scott Eastwood
Victor Frankenstein,Drama,6.0,Daniel Radcliffe
Insidious: Chapter 3,Horror,6.1,Dermot Mulroney
Goosebumps,Adventure,6.3,Jack Black
Aloha,Comedy,5.4,Bradley Cooper
Baahubali: The Beginning,Action,8.0,Prabhas
A Bigger Splash,Drama,6.4,Tilda Swinton
The Wedding Ringer,Comedy,6.6,Kevin Hart
Sisters,Comedy,6.0,Amy Poehler
Secret in Their Eyes,Crime,6.3,Chiwetel Ejiofor
Irrational Man,Comedy,6.6,Joaquin Phoenix
Wild Card,Action,5.6,Jason Statham
Paper Towns,Adventure,6.2,Nat Wolff
The Lady in the Van,Biography,6.7,Maggie Smith
The SpongeBob Movie: Sponge Out of Water,Animation,6.0,Tom Kenny
Child 44,Crime,6.5,Tom Hardy
The Wave,Action,6.7,Kristoffer Joner
A Man Called Ove,Comedy,7.7,Rolf Lassgård
Beasts of No Nation,Drama,7.7,Abraham Attah
Me and Earl and the Dying Girl,Comedy,7.7,Thomas Mann
Sleeping with Other People,Comedy,6.5,Jason Sudeikis
Concussion,Biography,7.1,Will Smith
The Diary of a Teenage Girl,Comedy,6.9,Bel Powley
Mustang,Drama,7.6,Günes Sensoy
The Walk,Action,7.3,Joseph Gordon-Levitt
Tangerine,Comedy,7.1,Kitana Kiki Rodriguez
A Walk in the Woods,Adventure,6.4,Robert Redford
Sinister 2,Horror,5.3,James Ransone
Summertime,Drama,6.7,Cécile de France
Anomalisa,Animation,7.3,David Thewlis
The Blackcoat's Daughter,Horror,5.9,Emma Roberts
Mississippi Grind,Comedy,6.4,Ben Mendelsohn
Drishyam,Crime,8.2,Ajay Devgn
Attack on Titan Part 1,Action,5.0,Haruma Miura
Woman in Gold,Biography,7.3,Helen Mirren
Eddie the Eagle,Biography,7.4,Taron Egerton
Eye in the Sky,Action,7.3,Helen Mirren
The Second Best Exotic Marigold Hotel,Comedy,6.6,Judi Dench
Tumbledown,Comedy,6.2,Rebecca Hall
Poltergeist,Horror,4.9,Sam Rockwell
The Meddler,Comedy,6.3,Susan Sarandon
We Are Your Friends,Drama,6.2,Zac Efron
Into the Forest,Drama,5.8,Elliot Page
Grandma,Comedy,6.7,Lily Tomlin
Bajirao Mastani,Action,7.3,Ranveer Singh
By the Sea,Drama,5.3,Brad Pitt
Mortdecai,Action,5.5,Johnny Depp
I'll See You in My Dreams,Comedy,6.7,Blythe Danner
Maggie,Drama,5.6,Arnold Schwarzenegger
Project Almanac,Drama,6.4,Amy Landecker
Regression,Crime,5.7,Ethan Hawke
True Story,Biography,6.3,James Franco
The Man Who Knew Infinity,Biography,7.2,Dev Patel
The Transporter Refueled,Action,5.2,Ed Skrein
Z for Zachariah,Drama,6.0,Chiwetel Ejiofor
Equals,Drama,6.1,Nicholas Hoult
Dope,Adventure,7.2,Shameik Moore
Land of Mine,Drama,7.8,Roland Møller
Hot Pursuit,Action,5.2,Reese Witherspoon
Krampus,Comedy,6.2,Adam Scott
Bajrangi Bhaijaan,Action,8.0,Salman Khan
The Lure,Drama,6.3,Marta Mazurek
The Gunman,Action,5.8,Sean Penn
The Night Before,Comedy,6.4,Joseph Gordon-Levitt
90 Minutes in Heaven,Drama,4.8,Kate Bosworth
Tale of Tales,Drama,6.4,Salma Hayek
Ip Man 3,Action,7.1,Donnie Yen
"McFarland, USA",Biography,7.4,Kevin Costner
Strange Magic,Animation,5.8,Evan Rachel Wood
The Peanuts Movie,Animation,7.1,Noah Schnapp
Rock the Kasbah,Comedy,5.5,Bill Murray
The Sea of Trees,Drama,6.1,Matthew McConaughey
Alvin and the Chipmunks: The Road Chip,Animation,5.0,Jason Lee
The Lazarus Effect,Horror,5.2,Olivia Wilde
Love the Coopers,Comedy,5.8,Steve Martin
The 33,Biography,6.9,Antonio Banderas
The Little Prince,Animation,7.7,Jeff Bridges
Louder Than Bombs,Drama,6.6,Jesse Eisenberg
The Gallows,Horror,4.3,Reese Mishler
The Ones Below,Drama,6.1,Clémence Poésy
Southbound,Horror,5.9,Chad Villella
Men & Chicken,Comedy,6.7,David Dencik
Hyena Road,Action,6.5,Rossif Sutherland
Slow West,Action,6.9,Kodi Smit-McPhee
The End of the Tour,Biography,7.3,Jason Segel
Cop Car,Crime,6.3,Kevin Bacon
The Daughter,Drama,6.6,Geoffrey Rush
Jem and the Holograms,Adventure,4.2,Aubrey Peeples
Cemetery of Splendor,Drama,6.8,Jenjira Pongpas
Captive,Action,5.4,Kate Mara
Our Brand Is Crisis,Comedy,6.1,Sandra Bullock
Unfinished Business,Comedy,5.4,Vince Vaughn
Hot Tub Time Machine 2,Comedy,5.1,Rob Corddry
Turbo Kid,Action,6.7,Munro Chambers
The Overnight,Comedy,6.1,Adam Scott
"Hello, My Name Is Doris",Comedy,6.6,Sally Field
Ricki and the Flash,Comedy,5.9,Meryl Streep
Danny Collins,Biography,7.0,Al Pacino
Son of Saul,Drama,7.5,Géza Röhrig
Mr. Holmes,Drama,6.9,Ian McKellen
Empire of Lust,Action,6.0,Shin Ha-kyun
Paul Blart: Mall Cop 2,Action,4.4,Kevin James
Remember,Drama,7.5,Christopher Plummer
War Room,Drama,6.5,Priscilla C. Shirer
Dragon Blade,Action,6.0,Jackie Chan
45 Years,Drama,7.1,Charlotte Rampling
Mother's Day,Comedy,5.7,Jennifer Aniston
Suicide Squad,Action,5.9,Will Smith
The Magnificent Seven,Action,6.9,Denzel Washington
Captain America: Civil War,Action,7.8,Chris Evans
Warcraft,Action,6.8,Travis Fimmel
Deadpool,Action,8.0,Ryan Reynolds
Doctor Strange,Action,7.5,Benedict Cumberbatch
Split,Horror,7.3,James McAvoy
Me Before You,Drama,7.4,Emilia Clarke
Don't Breathe,Crime,7.1,Stephen Lang
Lady Macbeth,Drama,6.8,Florence Pugh
Moana,Animation,7.6,Auli'i Cravalho
Arrival,Drama,7.9,Amy Adams
X-Men: Apocalypse,Action,6.9,James McAvoy
Captain Fantastic,Comedy,7.9,Viggo Mortensen
Star Trek Beyond,Action,7.0,Chris Pine
Sing,Animation,7.1,Matthew McConaughey
La La Land,Comedy,8.0,Ryan Gosling
The Conjuring 2,Horror,7.3,Vera Farmiga
Passengers,Drama,7.0,Jennifer Lawrence
Zootopia,Animation,8.0,Ginnifer Goodwin
The Huntsman: Winter's War,Action,6.1,Chris Hemsworth
Hacksaw Ridge,Biography,8.1,Andrew Garfield
The Handmaiden,Drama,8.1,Kim Min-hee
13 Hours,Action,7.3,John Krasinski
Nocturnal Animals,Drama,7.5,Amy Adams
Rogue One: A Star Wars Story,Action,7.8,Felicity Jones
Batman v Superman: Dawn of Justice,Action,6.4,Ben Affleck
Your Name.,Animation,8.4,Ryûnosuke Kamiki
Kung Fu Panda 3,Animation,7.1,Jack Black
The Nice Guys,Action,7.4,Russell Crowe
